name,address,hos_lat,hos_lng,phone,is_emergency,nightcare,start_hour,end_hour,image,specialties
고운숨결내과의원,"서울특별시 성북구 고려대로13길 8, 3,4층 (안암동2가)",37.5869966613958,127.023677137625,02-925-9696,FALSE,FALSE,08:00,19:00,,
안암위드치과의원,"서울특별시 성북구 안암로 75, 2층 (안암동5가)",37.5832512305,127.0293092116,02-925-2875,FALSE,FALSE,09:30,21:00,,
에스제이여성의원,서울특별시 강남구 학동로 342  (논현동),37.51674873784129,127.04085812431188,02-3014-9314,FALSE,FALSE,09:00,19:30,,
경희지안한의원,"서울특별시 양천구 목동중앙남로11길 16, 2층 (목동)",37.53936356795,126.865065496353,02-2651-1275,FALSE,FALSE,09:00,19:00,,
연세J라인치과의원,"서울특별시 광진구 능동로 123, 2층 (화양동)",37.5420289618,127.071313588,02-2038-8275,FALSE,FALSE,10:00,21:00,,
연세리더스의원,"서울특별시 서대문구 통일로 440, 2층 (홍제동)",37.58835613201678,126.94508676600354,02-394-2007,FALSE,TRUE,08:00,22:00,,
강석경소아과의원,서울특별시 은평구 불광로 54 (불광동),37.6118185632412,126.931481078648,02-389-0969,FALSE,FALSE,09:50,18:00,,
경희미르애한의원,"서울특별시 관악구 남부순환로 1942, 302호 (봉천동, 대영빌딩)",37.476394357840874,126.96451007586827,02-882-2060,FALSE,FALSE,09:00,20:00,,
경희길한의원,"서울특별시 구로구 경인로47길 107, 204호 (고척동)",37.5034016554,126.8636258579,02-2615-7975,FALSE,FALSE,09:00,19:00,,
(스카이메디)연세건강증진내과의원,"서울특별시 송파구 송파대로 371, 2층,3층,4층 (석촌동)",37.5007800420051,127.110750931193,02-418-9999,FALSE,FALSE,08:30,19:00,,
365강서수요양병원,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",37.5729712404467,126.807691849796,02-2663-0075,FALSE,FALSE,09:00,18:00,,
강남동일한의원,"서울특별시 강남구 봉은사로 471, 401,402호 (삼성동)",37.51272798702212,127.05123829506674,02-556-6028,FALSE,FALSE,09:30,19:00,,
경희지음한의원,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 B동 314호 (문정동)",37.4868314347245,127.120453991896,02-3432-7575,FALSE,FALSE,09:30,20:00,,
에어리어88성형외과의원,"서울특별시 강남구 언주로 874, 쌍봉빌딩 5층 (신사동)",37.5285882156,127.034134418,02-511-7000,FALSE,FALSE,09:30,21:00,,
강남드림내과의원,"서울특별시 강남구 자곡로 120, 세곡드림프라자 403, 404, 405호 (자곡동)",37.4721456267663,127.096502429368,02-459-9777,FALSE,FALSE,08:30,18:00,,
연세밝은아이치과의원,"서울특별시 광진구 자양로 87, 2층 (자양동)",37.5356526197,127.0836220446,02-444-1275,FALSE,FALSE,09:30,18:30,,
경희진심한의원,"서울특별시 성북구 종암로 128, 1층 (종암동)",37.6014859854342,127.033595365877,02-909-0304,FALSE,FALSE,09:00,20:30,,
고덕바른속내과의원,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 203~208호 (명일동)",37.5546676606413,127.154622234195,02-3427-1500,FALSE,FALSE,08:30,18:00,,
경희진심한의원,서울특별시 송파구 양산로 12 세신훼밀리상가 2층 201호 (거여동),37.489911262721,127.143590440057,02-402-7790,FALSE,FALSE,09:00,20:00,,
경이비인후과의원,서울특별시 송파구 충민로2길 24 (장지동),37.47764625761422,127.12728398593956,02-416-0111,FALSE,FALSE,09:00,18:30,,
경희진평한의원,"서울특별시 강남구 테헤란로 333, 지하1층 (역삼동)",37.5046966146085,127.048013395254,02-562-6600,FALSE,FALSE,10:00,20:00,,
고덕서울오케이치과의원,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 310-314호 (고덕동)",37.557135101795,127.164510295845,02-426-0028,FALSE,FALSE,10:00,21:00,,
강남연세빛안과의원,"서울특별시 서초구 강남대로 373, 홍우빌딩 3층 (서초동)",37.4959829346636,127.028010119934,02-582-0077,FALSE,FALSE,09:00,18:00,,
경희미르애한의원,"서울특별시 중랑구 동일로 887, 302호 (묵동, 삼삼메디컬빌딩)",37.6095058434,127.077638713,02-972-8575,FALSE,FALSE,09:30,20:00,,
경인경희한의원,"서울특별시 구로구 고척로6길 58-1, 4층 (오류동)",37.4960596566,126.8428318306,02-2060-1075,FALSE,FALSE,09:00,19:00,,
양창순정신건강의학과의원,"서울특별시 중구 소공로 35, 310호 (회현동1가, 남산 롯데캐슬)",37.5582247092319,126.981744459746,02-517-8202,FALSE,FALSE,10:00,18:00,,
아미치과의원,"서울특별시 성북구 오패산로 49, 302호 (하월곡동)",37.6063959895976,127.036436084577,02-911-0075,FALSE,FALSE,09:00,18:00,,
가산곧바로의원,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 208,218,219호 (가산동)",37.4808318534376,126.880662051163,0262448585,FALSE,FALSE,10:00,19:30,,
에스피부과의원,"서울특별시 강남구 테헤란로 514, 9층 (대치동)",37.507431839592904,127.05974092024044,02-539-1146,FALSE,FALSE,10:00,19:30,,
엘지에너지솔루션부속의원,"서울특별시 영등포구 여의대로 108, 파크원 2층 (여의도동)",37.52668218388083,126.9271556698744,02-2118-0018,FALSE,FALSE,08:30,17:30,,
에쓰엡치과의원,"서울특별시 강남구 강남대로 390, 13층 (역삼동, 미진프라자)",37.4978402234,127.0285791857,02-508-0028,FALSE,FALSE,10:00,21:00,,
강석일한의원,"서울특별시 강남구 봉은사로 326, 1층 (역삼동, 남전빌딩)",37.5096482466672,127.042668888604,02-3453-9070,FALSE,FALSE,10:00,21:00,,
강남연세산부인과의원,서울특별시 강남구 논현로 507  (역삼동),37.501579124343905,127.03615777458234,02-555-3453,FALSE,FALSE,10:00,18:30,,
강성원치과의원,"서울특별시 강남구 학동로 503, 202호 (청담동)",37.519180177066,127.050790458655,02-545-2546,FALSE,FALSE,10:30,18:00,,
에이아이의원,"서울특별시 동작구 동작대로 137, JH타워 4층 (사당동)",37.4889367516705,126.98198069619659,02-534-8501,FALSE,FALSE,10:00,18:00,,
엘림치과의원,"서울특별시 강동구 올림픽로 667, 304호, 305호, 306호 (천호동, 대동피렌체리버)",37.541173854063345,127.12396340835926,02-474-7522,FALSE,FALSE,09:30,18:30,,
휘성형외과의원,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 3층 (신사동)",37.5239684663137,127.027758806248,02-542-4009,FALSE,FALSE,09:00,21:00,,
연세성모내과의원,"서울특별시 강남구 선릉로 340, 대치 EM 프라자 5층 505호 (대치동)",37.5002229368483,127.051448351881,02-564-8575,FALSE,FALSE,09:00,18:00,,
연세이원유치과의원,"서울특별시 강남구 논현로176길 24, 2층 (신사동)",37.52734042446182,127.03048877248689,02-6253-2800,FALSE,FALSE,09:00,18:30,,
강성호내과의원,서울특별시 관악구 관악로 236 (봉천동),37.4853989326808,126.956379535206,02-886-8006,FALSE,FALSE,09:20,18:20,,
연세효상의원,"서울특별시 성북구 동소문로 36, 2층 (동소문동3가, 소석빌딩)",37.5899434086,127.010095192,02-742-8288,FALSE,FALSE,09:00,20:00,,
강남라렌의원,"서울특별시 강남구 강남대로 378, 준빌딩 10층 (역삼동)",37.4966553866955,127.02863346709,02-894-7781,FALSE,FALSE,08:30,20:30,,
연세흉부외과의원,"서울특별시 동작구 동작대로 25, 6층 (사당동)",37.47874444398077,126.98134549907533,02-523-7007,FALSE,FALSE,09:00,17:30,,
경희영신한의원,"서울특별시 강남구 개포로 506, 청우빌딩 204호 (개포동)",37.4891418305896,127.067521234936,02-3411-1075,FALSE,FALSE,10:00,20:00,,
연세컬럼비아치과의원,서울특별시 영등포구 은행로 37,37.52938611163686,126.9226090427013,02-369-7111,FALSE,FALSE,09:30,18:30,,
강성호치과의원,서울특별시 양천구 중앙로 276,37.5208361584987,126.85288429171,02-2645-1413,FALSE,FALSE,09:20,17:00,,
연세플러스치과의원,"서울특별시 관악구 남부순환로 1956, 2층 (봉천동)",37.47585899187234,126.96599604102792,02-875-6739,FALSE,FALSE,09:00,18:00,,
경희미르애한의원,"서울특별시 광진구 자양로 46, 2층 201호 (자양동, 오띠모빌딩)",37.53219110326876,127.0859533516877,02-446-1075,FALSE,FALSE,09:30,20:00,,
연세51치과의원,"서울특별시 도봉구 덕릉로 259, 지하1층 (창동)",37.64072767691686,127.03971935901701,02-565-7528,FALSE,FALSE,09:30,20:00,,
경희참좋은한의원,"서울특별시 강서구 양천로 628, 3층 (염창동, 우건빌딩)",37.5539157220433,126.867326788081,02-6925-5557,FALSE,FALSE,09:00,19:00,,
연세광안과의원,"서울특별시 마포구 신촌로 270, 8층 (아현동, 수창빌딩)",37.5571213001608,126.955710653541,02-312-2020,FALSE,FALSE,09:00,21:00,,
연세고운피부과의원,"서울특별시 관악구 난곡로 197, 3층 (신림동)",37.4725400701048,126.918942273894,02-837-2300,FALSE,FALSE,09:30,20:30,,
경희김영환한의원,서울특별시 노원구 석계로9길 21 (월계동),37.6170658893177,127.063080026907,02-2246-1075,FALSE,FALSE,09:00,19:00,,
연세올림픽치과의원,서울특별시 송파구 백제고분로 283 (석촌동),37.5027477531,127.0979979973,02-419-3080,FALSE,FALSE,09:30,17:30,,
안희권내과의원,"서울특별시 서대문구 통일로 358 (홍제동, 안산빌딩)",37.5823188782038,126.950663254684,02-738-5833,FALSE,FALSE,09:00,18:30,,
경희참한의원,"서울특별시 송파구 오금로 414, 명문빌딩동 201호 (가락동)",37.4972078608831,127.13591630406,02-409-7582,FALSE,FALSE,09:00,18:30,,
압구정안과의원,"서울특별시 서초구 강남대로 597, 진미선빌딩 3,4층 (잠원동)",37.5150359817667,127.019317658902,02-3416-1001,FALSE,FALSE,09:30,19:30,,
고덕서울치과의원,"서울특별시 강동구 고덕로 256, 5층 4호 (명일동, 명성프라자)",37.5546198628524,127.154105278912,02-481-3336,FALSE,FALSE,09:30,21:00,,
연세삼성산부인과의원,"서울특별시 성북구 성북로 3 (성북동1가, 이금희산부인과)",37.58863986627003,127.00560215511624,02-762-2081,FALSE,FALSE,10:00,18:30,,
강소아청소년과의원,서울특별시 도봉구 덕릉로 253 (창동),37.6402972948667,127.039396106053,02-906-1606,FALSE,FALSE,08:30,18:00,,
